Price,SAR,Klinger1,Klinger2
0.017292,0.017356,17.0,4.0
0.0173,0.017354,33.0,9.0
0.017295,0.017352,28.0,11.0
0.017272,0.01735,13.0,12.0
0.017277,0.017348,6.0,11.0
0.017267,0.017346,5.0,10.0
0.017278,0.017344,17.0,11.0
0.017263,0.017342,13.0,11.0
0.017278,0.01734,17.0,12.0
0.017266,0.017334,-10.0,9.0
0.017292,0.017329,6.0,9.0
0.017343,0.017221,28.0,12.0
0.017338,0.017226,35.0,15.0
0.017353,0.017235,56.0,21.0
0.017371,0.017246,61.0,27.0
0.017399,0.017264,123.0,41.0
0.017423,0.017285,185.0,61.0
0.017422,0.017304,156.0,75.0
0.01743,0.017321,153.0,86.0
0.01746,0.017342,154.0,96.0
0.017459,0.017363,151.0,104.0
0.017463,0.017402,145.0,114.0
0.017485,0.017423,146.0,119.0
0.017503,0.017447,152.0,124.0
0.01752,0.017466,146.0,127.0
0.017527,0.017481,140.0,129.0
0.017524,0.017493,121.0,128.0
0.01755,0.017506,121.0,127.0
0.017563,0.017521,123.0,126.0
0.017591,0.017545,96.0,119.0
0.017595,0.017557,93.0,115.0
0.017608,0.017576,76.0,105.0
0.017615,0.017584,72.0,100.0
0.017635,0.017598,84.0,98.0
0.017655,0.017602,83.0,96.0
0.017599,0.0177,45.0,88.0
0.01758,0.017695,25.0,79.0
0.017574,0.017687,11.0,69.0
0.017585,0.017678,14.0,61.0
0.017608,0.017669,14.0,54.0
0.017607,0.017661,18.0,49.0
0.017615,0.017653,6.0,43.0
0.017627,0.01764,11.0,34.0
0.017643,0.017566,11.0,31.0
0.017637,0.017568,11.0,28.0
0.017625,0.017569,-1.0,24.0
0.017644,0.017571,1.0,21.0
0.017655,0.017575,8.0,19.0
0.01767,0.017582,13.0,18.0
0.017694,0.017592,23.0,19.0
0.017707,0.017607,41.0,22.0
0.017728,0.017638,79.0,35.0
0.017713,0.017652,15.0,32.0
0.017719,0.017667,54.0,36.0
0.017682,0.01768,15.0,33.0
0.017667,0.01776,-3.0,28.0
0.017634,0.017609,-91.0,11.0
0.017613,0.01777,-120.0,-8.0
0.017609,0.017762,-157.0,-29.0
0.017655,0.017755,-133.0,-44.0
0.017624,0.017748,-137.0,-57.0
0.017622,0.017741,-140.0,-69.0
0.017594,0.017735,-142.0,-80.0
0.017513,0.017703,-160.0,-99.0
0.01754,0.017684,-139.0,-105.0
0.017543,0.017667,-112.0,-106.0
0.017558,0.017651,-96.0,-104.0
0.017543,0.017637,-73.0,-100.0
0.017552,0.017623,-60.0,-94.0
0.017579,0.017611,-44.0,-87.0
0.0176,0.017602,-33.0,-79.0
0.017633,0.017469,-21.0,-71.0
0.017584,0.017476,-29.0,-65.0
0.017608,0.017483,-31.0,-60.0
0.017587,0.01749,-35.0,-56.0
0.017588,0.017496,-41.0,-54.0
0.017604,0.017502,-28.0,-50.0
0.017597,0.017508,-16.0,-46.0
0.017613,0.017514,-5.0,-40.0
0.017606,0.017525,-11.0,-31.0
0.017598,0.01753,-19.0,-29.0
0.017589,0.017539,-44.0,-33.0
0.017599,0.017544,-34.0,-33.0
0.017635,0.01755,-11.0,-30.0
0.017637,0.017557,0.0,-25.0
0.01764,0.017563,4.0,-21.0
0.01766,0.01758,18.0,-12.0
0.017655,0.01759,10.0,-9.0
0.017635,0.017598,3.0,-7.0
0.017641,0.017605,-5.0,-7.0
0.017661,0.017612,7.0,-5.0
0.017634,0.017618,-4.0,-5.0
0.017615,0.017672,-13.0,-6.0
0.017606,0.017665,-9.0,-9.0
0.017596,0.017659,2.0,-5.0
0.017603,0.017656,-6.0,-5.0
0.017605,0.017653,-11.0,-6.0
0.017609,0.017648,-8.0,-6.0
0.0176,0.017645,4.0,-4.0
0.017601,0.017643,-1.0,-4.0
0.017586,0.017639,-15.0,-5.0
0.017568,0.017632,-34.0,-10.0
0.017586,0.017618,-23.0,-14.0
0.017577,0.017612,-27.0,-16.0
0.017512,0.017597,-105.0,-29.0
0.0175,0.017574,-82.0,-37.0
0.017503,0.017553,-100.0,-46.0
0.0175,0.017534,-83.0,-51.0
0.017494,0.017517,-82.0,-55.0
0.017516,0.017363,-66.0,-57.0
0.017524,0.01737,-42.0,-55.0
0.017521,0.017376,-32.0,-52.0
0.017515,0.017397,-7.0,-39.0
0.01752,0.017406,-11.0,-35.0
0.01756,0.017419,-2.0,-31.0
0.017591,0.017437,12.0,-24.0
0.017593,0.017456,22.0,-18.0
0.017604,0.017478,26.0,-12.0
0.017597,0.0175,11.0,-8.0
0.017598,0.017518,3.0,-7.0
0.017611,0.017533,8.0,-5.0
0.017635,0.017552,24.0,-1.0
0.017653,0.017574,30.0,4.0
0.017625,0.017591,18.0,6.0
0.017629,0.017605,11.0,7.0
0.017626,0.017616,7.0,7.0
0.017639,0.017621,13.0,8.0
0.017619,0.017657,-25.0,1.0
0.017591,0.017654,-30.0,-3.0
0.017586,0.017651,-33.0,-8.0
0.0176,0.017647,-21.0,-10.0
0.017585,0.017644,-31.0,-13.0
0.01757,0.01764,-34.0,-16.0
0.017579,0.017635,-25.0,-17.0
0.017569,0.017631,-29.0,-19.0
0.01755,0.017619,-60.0,-25.0
0.017551,0.017608,-49.0,-28.0
0.017503,0.017588,-65.0,-37.0
0.017505,0.017572,-72.0,-46.0
0.017542,0.017558,-35.0,-46.0
0.017545,0.017551,-23.0,-42.0
0.017548,0.017549,-13.0,-38.0
0.017556,0.01748,-4.0,-33.0
0.017555,0.017484,9.0,-27.0
0.017541,0.017495,5.0,-17.0
0.017544,0.0175,2.0,-14.0
0.017545,0.017504,20.0,-9.0
0.017552,0.017509,27.0,-4.0
0.017559,0.017513,34.0,1.0
0.017579,0.017518,37.0,6.0
0.017575,0.017525,40.0,11.0
0.017555,0.017544,53.0,24.0
0.017554,0.017548,47.0,27.0
0.017548,0.017607,41.0,29.0
0.017538,0.017604,30.0,29.0
0.017544,0.0176,-12.0,23.0
0.017543,0.017596,-4.0,19.0
0.017535,0.017593,-16.0,14.0
0.017543,0.017589,14.0,14.0
0.017555,0.017586,20.0,15.0
0.017545,0.017583,15.0,15.0
0.017535,0.01758,9.0,14.0
0.017542,0.017577,27.0,16.0
0.017537,0.017572,8.0,15.0
0.017536,0.01757,37.0,18.0
0.017537,0.017568,26.0,20.0
0.017536,0.017566,30.0,21.0
0.017535,0.017564,22.0,21.0
0.017536,0.017562,136.0,37.0
0.01754,0.017561,138.0,52.0
0.017539,0.017559,130.0,63.0
0.017489,0.017547,89.0,72.0
0.017492,0.017541,73.0,72.0
0.017499,0.017535,70.0,72.0
0.017511,0.01753,67.0,71.0
0.017521,0.017528,69.0,71.0
0.017577,0.017482,76.0,71.0
0.017614,0.017488,84.0,73.0
0.01761,0.017494,82.0,74.0
0.017622,0.017502,76.0,75.0
0.017612,0.017514,79.0,75.0
0.017585,0.017535,51.0,70.0
0.01758,0.017545,41.0,66.0
0.017562,0.017553,30.0,61.0
0.017541,0.017651,19.0,50.0
0.01756,0.017651,19.0,50.0
0.017553,0.017648,20.0,46.0
0.017556,0.017646,12.0,41.0
0.017554,0.01764,-4.0,34.0
0.017519,0.017634,-10.0,28.0
0.017565,0.017628,2.0,24.0
0.017579,0.017622,4.0,21.0
0.017588,0.017617,4.0,19.0
0.017577,0.017612,-7.0,15.0
0.017575,0.017607,-12.0,11.0
0.017599,0.017605,-8.0,8.0
0.017606,0.017488,-7.0,6.0
0.017586,0.01749,-12.0,4.0
0.017601,0.017496,-9.0,2.0
0.017606,0.017501,-9.0,0.0
0.017622,0.017508,-7.0,-1.0
0.017585,0.017518,-13.0,-2.0
0.017621,0.017526,-10.0,-4.0
0.017653,0.017541,-0.0,-3.0
0.017704,0.017564,16.0,-0.0
0.017681,0.017584,1.0,-0.0
0.017742,0.017607,7.0,1.0
0.017746,0.017635,35.0,6.0
0.017707,0.017658,22.0,8.0
0.017687,0.017677,14.0,9.0
0.017701,0.017683,21.0,11.0
0.017735,0.017697,24.0,12.0
0.017704,0.017777,-2.0,8.0
0.017734,0.017775,1.0,7.0
0.017752,0.017773,5.0,7.0
0.017746,0.017771,-3.0,6.0
0.017744,0.017769,-2.0,4.0
0.017741,0.017767,-8.0,3.0
0.01776,0.01767,9.0,4.0
0.017754,0.017672,2.0,3.0
0.017774,0.017675,7.0,4.0
0.017799,0.017681,19.0,6.0
0.017788,0.017686,-1.0,5.0
0.017804,0.017692,12.0,6.0
0.017775,0.017697,-3.0,5.0
0.01777,0.017703,-11.0,2.0
0.017752,0.017707,-29.0,-2.0
0.017753,0.017712,-32.0,-6.0
0.01776,0.017717,-24.0,-9.0
0.017699,0.017826,-49.0,-15.0
0.017709,0.017823,-51.0,-20.0
0.017696,0.017818,-61.0,-26.0
0.017668,0.017808,-68.0,-32.0
0.017691,0.017799,-57.0,-35.0
0.017693,0.01779,-49.0,-37.0
0.0177,0.017782,-35.0,-37.0
0.017702,0.017774,-22.0,-35.0
0.01772,0.017767,-4.0,-30.0
0.017715,0.01776,3.0,-26.0
0.017725,0.017754,5.0,-21.0
0.017711,0.017748,-1.0,-18.0
0.0177,0.017743,-8.0,-17.0
0.017686,0.017737,-11.0,-16.0
0.017707,0.017732,-5.0,-14.0
0.017697,0.017719,-3.0,-11.0
0.017715,0.017719,-3.0,-11.0
0.01772,0.017655,-0.0,-9.0
0.017727,0.017658,4.0,-7.0
0.017784,0.017667,25.0,-3.0
0.017765,0.017676,15.0,-0.0
0.017769,0.017684,16.0,2.0
0.017749,0.017692,6.0,3.0
0.017733,0.017699,1.0,2.0
0.017741,0.017705,2.0,2.0
0.017753,0.017718,3.0,2.0
0.017757,0.017723,7.0,3.0
0.017744,0.017729,1.0,2.0
0.017749,0.017811,-6.0,1.0
0.017744,0.017809,-9.0,-0.0
0.017748,0.017808,-8.0,-1.0
0.017747,0.017806,-6.0,-2.0
0.017754,0.017804,-5.0,-2.0
0.017738,0.017803,-16.0,-4.0
0.017747,0.017801,-12.0,-5.0
0.01773,0.017798,-27.0,-8.0
0.017741,0.017794,-19.0,-10.0
0.017719,0.017791,-26.0,-12.0
0.017703,0.017786,-29.0,-15.0
0.017721,0.017776,-28.0,-18.0
0.017714,0.017776,-28.0,-18.0
0.017707,0.017771,-31.0,-20.0
0.017716,0.017765,-38.0,-22.0
0.017737,0.017755,-25.0,-24.0
0.017736,0.017751,-32.0,-25.0
0.017754,0.017699,-27.0,-25.0
0.01775,0.017702,-20.0,-25.0
0.017779,0.017707,-9.0,-22.0
0.017767,0.017716,-16.0,-20.0
0.017762,0.01772,-11.0,-19.0
0.017756,0.017724,-13.0,-18.0
0.01777,0.017727,-8.0,-17.0
0.017763,0.017731,-4.0,-15.0
0.01776,0.017734,-7.0,-14.0
0.01775,0.017737,-13.0,-14.0
0.017741,0.017785,-16.0,-14.0
0.017744,0.017784,-6.0,-13.0
0.01774,0.017783,-10.0,-12.0
0.017731,0.01778,-19.0,-13.0
0.017742,0.017778,-15.0,-14.0
0.017746,0.017771,-5.0,-11.0
0.017737,0.017769,1.0,-9.0
0.017733,0.017767,-3.0,-9.0
0.017728,0.017763,-2.0,-6.0
0.017732,0.01776,-8.0,-5.0
0.01769,0.017754,-36.0,-10.0
0.017673,0.017747,-44.0,-15.0
0.017679,0.017739,-52.0,-20.0
0.017684,0.017731,-38.0,-23.0
0.017686,0.017724,-39.0,-25.0
0.017665,0.017715,-41.0,-27.0
0.017671,0.017707,-44.0,-30.0
0.017677,0.01769,-36.0,-33.0
0.017679,0.017689,-26.0,-32.0
0.017665,0.017682,-30.0,-31.0
0.017686,0.017642,-20.0,-30.0
0.017678,0.017644,-12.0,-27.0
0.017664,0.01765,-26.0,-26.0
0.01765,0.017696,-30.0,-26.0
0.017661,0.017695,-22.0,-26.0
0.017672,0.017694,-14.0,-24.0
0.01769,0.017693,-9.0,-22.0
0.017713,0.017644,-2.0,-19.0
0.01771,0.01765,1.0,-13.0
0.017709,0.017655,7.0,-10.0
0.017727,0.017662,13.0,-7.0
0.01772,0.017669,23.0,-3.0
0.017712,0.017676,17.0,0.0
0.01769,0.017683,12.0,2.0
0.017667,0.01774,6.0,2.0
0.017677,0.017739,13.0,4.0
0.017673,0.017736,9.0,5.0
0.017671,0.017731,6.0,5.0
0.017679,0.017727,9.0,5.0
0.017696,0.017724,12.0,6.0
0.01769,0.01772,21.0,8.0
0.017676,0.017717,14.0,9.0
0.017669,0.01771,11.0,11.0
0.017678,0.017705,6.0,10.0
0.017676,0.0177,10.0,10.0
0.017695,0.01766,14.0,11.0
0.01768,0.017661,7.0,10.0
0.017678,0.017662,-3.0,8.0
0.01766,0.017701,-7.0,6.0
0.017666,0.017699,-20.0,2.0
0.017665,0.017696,-23.0,-1.0
0.017645,0.017692,-25.0,-5.0
0.017627,0.017685,-28.0,-8.0
0.017599,0.017676,-43.0,-13.0
0.017616,0.017664,-51.0,-18.0
0.017617,0.017653,-39.0,-21.0
0.017562,0.017636,-65.0,-28.0
0.017583,0.017621,-45.0,-30.0
0.017579,0.017608,-47.0,-33.0
0.017608,0.01753,-20.0,-31.0
0.017593,0.017532,-23.0,-30.0
0.01757,0.017534,-31.0,-30.0
0.017595,0.017536,-19.0,-28.0
0.017555,0.017538,-22.0,-27.0
0.01758,0.017628,-41.0,-29.0
0.017593,0.017626,-26.0,-29.0
0.017611,0.017624,-5.0,-25.0
0.017602,0.017622,-8.0,-23.0
0.017615,0.01762,1.0,-19.0
0.017623,0.017512,9.0,-15.0
0.017614,0.017517,14.0,-11.0
0.017622,0.017521,10.0,-8.0
0.017621,0.017528,18.0,-4.0
0.017623,0.017534,23.0,-1.0
0.017629,0.017546,33.0,8.0
0.017657,0.017555,38.0,12.0
0.017655,0.017566,41.0,16.0
0.017659,0.017576,41.0,20.0
0.017646,0.017584,37.0,22.0
0.017637,0.017592,31.0,23.0
0.017639,0.017606,27.0,24.0
0.01764,0.017611,29.0,25.0
0.01762,0.017615,16.0,24.0
0.01759,0.017663,12.0,22.0
0.017598,0.01766,28.0,23.0
0.017638,0.017659,33.0,25.0
0.017633,0.017657,22.0,24.0
0.017635,0.017656,24.0,24.0
0.017679,0.017589,30.0,25.0
0.017652,0.017593,22.0,24.0
0.017642,0.017597,16.0,23.0
0.017651,0.0176,19.0,23.0
0.017642,0.017604,13.0,21.0
0.01765,0.017607,7.0,19.0
0.017624,0.01761,2.0,17.0
0.017627,0.017613,-1.0,14.0
0.01758,0.017687,-9.0,11.0
0.017574,0.017682,-15.0,7.0
0.01756,0.017674,-21.0,3.0
0.017603,0.017666,-9.0,2.0
0.017584,0.017659,-12.0,-0.0
0.017606,0.017652,-5.0,-1.0
0.017614,0.01764,5.0,-0.0
0.017635,0.017546,10.0,1.0
0.017648,0.017551,17.0,4.0
0.01761,0.017555,8.0,4.0
0.017601,0.017559,3.0,4.0
0.017612,0.017563,-8.0,3.0
0.017601,0.017567,-1.0,2.0
0.017626,0.017571,4.0,2.0
0.017634,0.017574,7.0,3.0
0.017613,0.017581,2.0,3.0
0.017592,0.017584,-5.0,2.0
0.017597,0.01766,-13.0,-0.0
0.01759,0.017655,-12.0,-3.0
0.017599,0.017646,-20.0,-6.0
0.017569,0.017639,-23.0,-8.0
0.017577,0.017639,-23.0,-8.0
0.017565,0.017632,-24.0,-10.0
0.017612,0.017625,-8.0,-10.0
0.01761,0.017619,-3.0,-9.0
0.017785,0.017562,160.0,25.0
0.017793,0.017572,117.0,38.0
0.017804,0.017583,129.0,51.0
0.017769,0.017592,101.0,58.0
0.017752,0.017602,77.0,61.0
0.017762,0.017611,85.0,64.0
0.017779,0.017619,85.0,67.0
0.017777,0.017627,88.0,70.0
0.017785,0.017635,88.0,73.0
0.017767,0.017643,70.0,72.0
0.017745,0.01765,55.0,70.0
0.017742,0.017657,43.0,66.0
0.017731,0.017664,18.0,59.0
0.017716,0.01767,8.0,52.0
0.017717,0.017676,-5.0,44.0
0.01772,0.017682,-2.0,37.0
0.017697,0.017689,-20.0,23.0
0.017707,0.017693,-15.0,18.0
0.017684,0.017825,-19.0,13.0
0.017722,0.017819,1.0,8.0
0.017815,0.017818,13.0,9.0
0.017809,0.017668,26.0,11.0
0.017803,0.017671,15.0,12.0
0.017807,0.017675,17.0,13.0
0.017809,0.017681,44.0,17.0
0.0178,0.017688,29.0,19.0
0.017794,0.017694,19.0,19.0
0.017799,0.0177,19.0,19.0
0.017787,0.017706,8.0,17.0
0.017771,0.017711,2.0,15.0
0.01778,0.017717,-7.0,12.0
0.017767,0.017722,-12.0,9.0
0.017787,0.017727,-8.0,6.0
0.017785,0.017731,-2.0,5.0
0.01779,0.017736,7.0,5.0
0.017799,0.01774,9.0,6.0
0.017798,0.017744,14.0,7.0
0.017802,0.017748,30.0,10.0
0.017809,0.017752,29.0,13.0
0.0178,0.017756,20.0,14.0
0.017814,0.017759,25.0,16.0
0.017819,0.017766,23.0,18.0
0.017809,0.017769,10.0,17.0
0.017814,0.017772,9.0,16.0
0.01781,0.017775,4.0,14.0
0.017813,0.017778,4.0,13.0
0.017809,0.01778,-1.0,11.0
0.017797,0.017783,-9.0,8.0
0.01781,0.017785,-8.0,6.0
0.017802,0.017788,-3.0,4.0
0.017808,0.01779,1.0,4.0
0.017817,0.017996,-235.0,-54.0
0.017823,0.017992,-208.0,-76.0
0.017825,0.017988,-186.0,-92.0
0.017847,0.017984,-164.0,-102.0
0.017853,0.01798,-133.0,-107.0
0.017879,0.017969,-69.0,-100.0
0.017866,0.017966,-74.0,-96.0
0.01785,0.017962,-76.0,-93.0
0.017834,0.017959,-79.0,-91.0
0.017831,0.017956,-78.0,-89.0
0.017834,0.017953,-66.0,-86.0
0.017813,0.017949,-62.0,-82.0
0.017815,0.017946,-59.0,-79.0
0.017813,0.017943,-60.0,-76.0
0.017823,0.01794,-48.0,-72.0
0.017828,0.017938,-37.0,-67.0
0.017856,0.017935,-24.0,-61.0
0.017878,0.017932,-16.0,-55.0
0.017891,0.017929,36.0,-42.0
0.017881,0.017926,29.0,-32.0
0.017863,0.017921,17.0,-18.0
0.017858,0.017916,8.0,-10.0
0.017852,0.017914,-6.0,-10.0
0.017859,0.017911,-19.0,-11.0
0.017856,0.017909,-13.0,-11.0
0.017838,0.017907,-18.0,-12.0
0.017823,0.017905,-19.0,-13.0
0.017862,0.017902,3.0,-11.0
0.017865,0.0179,18.0,-7.0
0.017852,0.017898,16.0,-4.0
0.01785,0.017896,14.0,-1.0
0.017829,0.017894,10.0,0.0
0.017837,0.01789,10.0,2.0
0.017823,0.017888,4.0,2.0
0.017816,0.017883,0.0,2.0
0.017814,0.017881,5.0,3.0
0.017815,0.017879,8.0,3.0
0.017847,0.017878,13.0,5.0
0.017838,0.017876,16.0,6.0
0.017822,0.017873,7.0,7.0
0.017837,0.017871,12.0,8.0
0.017845,0.01787,17.0,9.0
0.017842,0.017868,20.0,11.0
0.017846,0.017865,20.0,14.0
0.01785,0.017864,25.0,15.0
0.017794,0.017694,19.0,19.0
