price,sar,volume,volume_ema,klinger1,klinger2,rsi,signal
0.017623,0.017534,219,492,23,-1,51.11,1
0.017624,0.017540,280,475,28,4,51.38,1
0.017629,0.017546,246,471,33,8,52.80,1
0.017657,0.017555,321,416,38,12,59.87,1
0.017655,0.017566,211,398,41,16,59.18,1
0.017659,0.017576,121,386,41,20,60.16,1
0.017646,0.017584,67,339,37,22,55.51,1
0.017637,0.017592,191,334,31,23,52.49,1
0.017628,0.017599,162,314,26,24,49.58,1
0.017639,0.017606,126,302,27,24,53.01,1
0.017640,0.017611,142,294,29,25,53.32,1
0.017590,0.017663,161,254,12,22,38.85,1
0.017598,0.017662,562,243,24,22,41.65,1
0.017637,0.017660,227,243,28,23,52.99,1
0.017638,0.017659,344,244,33,25,53.24,1
0.017633,0.017657,453,252,22,24,51.75,1
0.017679,0.017589,330,258,30,25,62.80,1
0.017652,0.017593,263,255,22,24,54.84,1
0.017642,0.017597,191,253,16,23,52.20,1
0.017651,0.017600,176,248,19,23,54.33,1
0.017642,0.017604,217,247,13,21,51.84,1
0.017650,0.017607,266,244,7,19,53.86,1
0.017624,0.017610,212,244,2,17,46.96,1
0.017627,0.017613,133,245,-1,14,47.79,1
0.017580,0.017687,398,261,-9,11,37.79,1
0.017560,0.017674,379,280,-21,3,34.33,1
0.017603,0.017666,427,295,-9,2,46.04,1
0.017584,0.017659,207,298,-12,-0,42.44,1
0.017606,0.017652,257,286,-5,-1,47.56,1
0.017598,0.017646,210,288,0,-1,45.96,1
0.017635,0.017546,222,270,10,1,54.00,1
0.017648,0.017551,354,271,17,4,56.53,1
0.017610,0.017555,369,267,8,4,48.19,1
0.017601,0.017559,228,269,3,4,46.45,1
0.017612,0.017563,513,278,-8,3,48.89,1
0.017601,0.017567,239,277,-1,2,46.60,1
0.017626,0.017571,220,279,4,2,52.08,1
0.017634,0.017574,141,277,7,3,53.72,1
0.017623,0.017578,127,272,4,3,51.13,1
0.017613,0.017581,128,266,2,3,48.83,1
0.017592,0.017584,324,271,-5,2,44.32,1
0.017597,0.017660,418,285,-13,-0,45.61,1
0.017599,0.017658,176,274,-7,-1,46.14,1
0.017590,0.017655,275,271,-12,-3,44.04,1
0.017599,0.017652,212,263,-6,-3,46.66,1
0.017569,0.017646,700,276,-20,-6,39.94,1
0.017565,0.017632,181,276,-24,-10,39.77,1
0.017612,0.017625,631,297,-8,-10,51.98,2
0.017610,0.017619,145,294,-3,-9,51.50,1
0.017797,0.017551,3.517,458,73,3,74.83,1
0.017785,0.017562,4.324,657,160,25,72.42,1
0.017793,0.017572,1.304,704,117,38,73.05,1
0.017804,0.017583,1.028,744,129,51,73.92,1
0.017769,0.017592,758,756,101,58,66.54,0
0.017752,0.017602,636,776,77,61,63.24,0
0.017762,0.017611,693,799,85,64,64.36,1
0.017779,0.017619,392,812,85,67,66.24,1
0.017777,0.017627,556,833,88,70,65.80,1
0.017785,0.017635,438,849,88,73,66.76,1
0.017767,0.017643,431,854,70,72,62.54,1
0.017745,0.017650,311,849,55,70,57.73,1
0.017742,0.017657,268,854,43,66,57.09,1
0.017731,0.017664,898,885,18,59,54.68,1
0.017716,0.017670,326,890,8,52,51.49,1
0.017717,0.017676,490,880,-5,44,51.69,1
0.017720,0.017682,231,878,-2,37,52.34,1
0.017697,0.017689,480,875,-20,23,46.80,1
0.017707,0.017693,211,878,-15,18,49.31,1
0.017684,0.017825,148,710,-19,13,44.15,2
0.017745,0.017822,302,508,-12,9,57.00,2
0.017722,0.017819,652,476,1,8,52.13,2
0.017815,0.017818,625,456,13,9,65.11,1
0.017809,0.017668,704,453,26,11,63.91,1
0.017803,0.017671,292,436,15,12,62.66,1
0.017807,0.017675,228,412,17,13,63.17,1
0.017809,0.017681,1.411,463,44,17,63.45,1
0.017800,0.017688,433,457,29,19,61.25,1
0.017794,0.017694,283,450,19,19,59.77,1
0.017799,0.017700,203,438,19,19,60.63,1
0.017787,0.017706,347,440,8,17,57.47,1
0.017771,0.017711,175,435,2,15,53.47,1
0.017780,0.017717,306,406,-7,12,55.35,1
0.017767,0.017722,162,398,-12,9,52.07,1
0.017787,0.017727,224,384,-8,6,56.35,1
0.017785,0.017731,332,389,-2,5,55.82,1
0.017790,0.017736,511,402,7,5,56.92,1
0.017798,0.017744,349,395,14,7,58.59,1
0.017802,0.017748,873,431,30,10,59.55,1
0.017809,0.017752,194,426,29,13,61.24,1
0.017800,0.017756,210,404,20,14,57.89,1
0.017814,0.017763,233,371,26,17,62.16,1
0.017817,0.017763,233,371,26,17,62.16,1
0.017819,0.017766,98,361,23,18,62.67,1
0.017809,0.017769,422,371,10,17,58.43,1
0.017814,0.017772,124,306,9,16,59.89,1
0.017810,0.017775,110,290,4,14,58.13,1
0.017813,0.017778,127,282,4,13,59.10,1
0.017809,0.017780,130,279,-1,11,57.20,1
0.017797,0.017783,271,275,-9,8,51.81,1
0.017810,0.017785,155,274,-8,6,56.58,1
0.017802,0.017788,302,274,-3,4,53.10,1
0.017808,0.017790,254,278,1,4,55.32,1
0.017860,0.017797,3.27,431,68,13,69.02,1
0.017808,0.018000,14.392,1.134,-249,-24,51.89,1
0.017817,0.017996,322,1.124,-235,-54,54.01,1
0.017823,0.017992,312,1.129,-208,-76,55.43,1
0.017825,0.017988,222,1.123,-186,-92,55.92,1
0.017853,0.017980,767,1.12,-133,-107,62.24,1
0.017867,0.017973,526,1.139,-89,-105,65.30,1
0.017879,0.017969,511,1.153,-69,-100,67.71,1
0.017866,0.017966,527,1.174,-74,-96,62.63,1
0.017850,0.017962,455,1.176,-76,-93,56.96,1
0.017834,0.017959,509,1.195,-79,-91,51.90,1
0.017831,0.017956,317,1.206,-78,-89,50.99,1
0.017813,0.017949,193,1.212,-62,-82,45.51,1
0.017815,0.017946,181,1.208,-59,-79,46.19,1
0.017813,0.017943,364,1.218,-60,-76,45.58,1
0.017823,0.017940,224,1.214,-48,-72,49.20,1
0.017856,0.017935,359,1.068,-24,-61,59.43,1
0.017878,0.017932,200,359,-16,-55,64.60,1
0.017891,0.017929,2.265,456,36,-42,67.26,1
0.017881,0.017926,259,453,29,-31,63.32,1
0.017880,0.017924,262,455,23,-24,62.93,1
0.017863,0.017919,179,426,13,-13,56.45,1
0.017858,0.017916,229,413,9,-10,54.54,1
0.017852,0.017914,687,421,-5,-9,52.25,1
0.017859,0.017911,705,431,-18,-11,54.64,1
0.017856,0.017909,94,409,-13,-11,53.41,1
0.017838,0.017907,353,404,-17,-12,46.60,1
0.017823,0.017905,232,390,-19,-13,41.82,1
0.017862,0.017902,855,417,3,-11,54.81,1
0.017865,0.017900,660,440,19,-6,55.63,1
0.017850,0.017896,108,433,14,-1,50.63,1
0.017829,0.017894,219,425,10,1,44.24,1
0.017822,0.017892,315,430,4,1,42.32,1
0.017837,0.017890,209,428,10,2,47.56,1
0.017823,0.017888,287,425,4,3,43.58,1
0.017809,0.017885,108,311,3,3,39.72,1
0.017816,0.017883,175,307,0,2,42.47,1
0.017814,0.017881,151,302,5,3,41.88,1
0.017847,0.017878,186,294,13,5,54.00,1
0.017838,0.017876,142,289,16,7,50.88,1
0.017837,0.017871,193,247,12,8,50.76,1
0.017845,0.017870,214,240,17,9,53.36,1
0.017842,0.017868,129,235,20,11,52.24,1
0.017849,0.017867,158,200,23,13,54.63,1
0.017846,0.017865,102,172,20,14,53.40,1
0.017859,0.017795,280,186,30,17,58.04,1
0.017871,0.017798,334,192,35,20,61.90,1
0.017874,0.017803,202,187,37,22,62.82,1
0.017888,0.017810,254,189,41,25,66.84,1
0.017895,0.017820,458,197,48,28,68.67,1
0.017919,0.017832,240,205,49,31,73.96,1
0.017926,0.017846,519,225,57,35,75.28,1
0.017879,0.017858,353,234,45,36,55.17,0
0.017861,0.017933,635,263,21,34,49.32,0
0.017840,0.017931,560,281,7,30,43.52,0
0.017827,0.017916,984,792,-158,-24,42.78,1
0.017813,0.017903,514,816,-147,-57,39.71,1
0.017822,0.017897,1.385,875,-102,-64,42.56,1
0.017820,0.017891,474,892,-81,-66,42.09,1
0.017822,0.017885,238,896,-66,-66,42.78,1
0.017814,0.017879,2.52,1.017,-112,-73,40.69,1
0.017809,0.017874,650,1.038,-113,-79,39.40,1
0.017810,0.017869,541,1.051,-89,-80,39.81,1
0.017839,0.017859,678,1.083,-43,-73,50.81,1
0.017852,0.017746,391,1.09,-28,-67,54.88,1
0.017842,0.017753,3.149,1.225,-89,-70,51.36,1
0.017838,0.017759,918,1.259,-58,-68,49.98,1
0.017845,0.017766,178,1.242,-53,-66,52.39,1
0.017824,0.017772,681,1.258,-59,-65,45.33,1
0.017815,0.017783,344,1.272,-64,-65,42.50,1
0.017813,0.017789,256,1.257,-60,-64,41.87,1
0.017805,0.017794,359,797,-58,-63,39.36,1
0.017777,0.017918,228,759,-53,-62,32.10,1
0.017772,0.017912,280,752,-50,-60,31.00,1
0.017771,0.017893,251,688,-34,-55,31.02,1
0.017774,0.017885,224,675,-22,-50,32.71,1
0.017807,0.017869,248,564,1,-38,48.40,1
0.017809,0.017862,237,543,11,-31,49.19,1
0.017824,0.017849,165,505,24,-17,55.19,1
0.017801,0.017844,130,478,24,-11,46.19,1
0.017799,0.017838,254,471,21,-7,45.49,1
0.017800,0.017833,180,323,19,-3,45.93,1
0.017799,0.017828,101,282,20,0,45.53,1
0.017797,0.017823,212,284,18,3,44.71,1
0.017809,0.017819,114,255,23,6,50.51,1
0.017800,0.017752,330,234,32,9,46.56,1
0.017801,0.017753,384,236,25,12,47.06,1
0.017799,0.017755,197,233,23,13,46.14,1
0.017781,0.017756,247,228,20,14,38.79,1
0.017780,0.017758,265,230,16,15,38.42,1
0.017792,0.017759,277,229,25,16,45.12,1
0.017770,0.017760,159,219,23,17,37.14,1
0.017778,0.017762,144,214,22,18,41.21,1
0.017785,0.017763,409,223,33,20,44.59,1
0.017783,0.017764,506,235,23,20,43.82,1
0.017773,0.017766,152,230,21,21,40.07,1
0.017781,0.017767,178,227,27,21,44.18,1
0.017784,0.017768,638,252,42,24,45.69,1
0.017783,0.017769,286,258,48,28,45.25,1
0.017823,0.017773,524,274,61,35,61.69,1
0.017814,0.017776,213,275,63,39,57.36,1
0.017813,0.017778,209,281,56,42,56.89,1
0.017797,0.017781,266,283,48,43,49.75,1
0.017796,0.017783,166,286,43,43,49.33,1
0.017782,0.017841,245,282,37,42,43.80,1
0.017801,0.017748,5.793,552,161,59,51.71,1
0.017812,0.017751,330,559,141,71,55.61,1
0.017796,0.017761,287,564,117,92,48.50,1
0.017801,0.017764,410,576,116,95,50.62,1
0.017772,0.017766,626,600,93,95,40.25,1
0.017755,0.017915,220,591,81,93,35.64,1
0.017760,0.017908,396,585,66,89,37.90,1
0.017745,0.017901,141,585,58,85,34.05,1
0.017758,0.017891,307,591,60,81,39.76,1
0.017776,0.017882,328,576,62,78,46.65,1
0.017767,0.017874,206,572,61,76,43.94,1
0.017765,0.017858,128,555,52,70,43.49,1
0.017769,0.017851,111,549,50,68,45.16,1
0.017776,0.017844,148,546,48,65,48.05,1
0.017784,0.017837,170,542,47,62,51.22,1
0.017763,0.017832,520,559,31,58,43.69,0
0.017759,0.017826,255,560,23,53,42.41,0
0.017742,0.017821,293,285,14,47,37.40,0
0.017733,0.017812,573,297,-0,40,35.04,1
0.017734,0.017804,341,302,7,36,35.53,1
0.017721,0.017796,229,295,1,31,32.16,1
0.017716,0.017787,242,293,-5,26,30.94,1
0.017698,0.017776,332,289,-12,20,26.98,1
0.017686,0.017762,247,270,-17,15,24.71,1
0.017690,0.017747,245,272,-21,10,26.92,1
0.017694,0.017735,337,269,-12,7,29.16,1
0.017683,0.017725,295,276,-18,3,26.73,1
0.017694,0.017716,189,271,-13,1,32.75,1
0.017687,0.017709,207,264,-16,-2,31.01,1
0.017671,0.017701,235,266,-20,-4,27.41,1
0.017693,0.017649,686,289,-4,-4,38.05,1
0.017688,0.017651,350,300,4,-3,36.73,1
0.017685,0.017654,238,307,-2,-3,35.93,1
0.017669,0.017656,310,315,-8,-4,31.92,1
0.017665,0.017658,238,318,-13,-5,30.98,1
0.017685,0.017660,234,304,-7,-5,40.36,1
0.017682,0.017662,155,299,-3,-5,39.49,1
0.017675,0.017664,292,299,-9,-6,37.47,1
0.017667,0.017709,706,305,-24,-8,35.25,1
0.017671,0.017708,460,311,-12,-9,37.25,1
0.017672,0.017706,204,310,-6,-8,37.77,1
0.017625,0.017703,631,330,-19,-10,26.64,1
0.017632,0.017697,1.253,376,-45,-15,29.95,1
0.017619,0.017691,357,381,-48,-20,27.47,1
0.017646,0.017685,966,417,-23,-20,38.80,1
0.017658,0.017675,367,413,-7,-18,43.47,1
0.017655,0.017600,555,432,6,-14,42.62,1
0.017656,0.017602,555,449,-6,-13,43.02,1
0.017668,0.017605,156,430,-1,-9,41.84,1
0.017649,0.017605,156,430,-1,-9,41.84,1
0.017645,0.017611,332,449,-1,-6,41.44,1
0.017617,0.017693,783,476,-21,-8,33.92,1
0.017633,0.017685,393,504,-20,-13,42.54,1
0.017621,0.017678,272,469,-17,-13,39.33,1
0.017620,0.017674,581,488,-28,-16,39.07,1
0.017615,0.017671,225,468,-30,-18,37.71,1
0.017621,0.017653,2.682,569,-99,-33,42.97,1
0.017610,0.017642,1.24,583,-63,-37,40.08,1
0.017588,0.017632,1.102,629,-80,-43,35.01,1
0.017587,0.017614,385,621,-64,-49,34.78,1
0.017588,0.017606,351,611,-49,-49,35.24,1
0.017591,0.017599,244,604,-38,-47,36.69,1
0.017629,0.017520,305,603,-19,-41,51.88,1
0.017653,0.017528,290,586,-9,-36,58.87,1
0.017666,0.017540,334,586,1,-31,62.08,1
0.017670,0.017554,207,586,7,-26,63.04,1
0.017677,0.017569,333,563,15,-20,64.72,1
0.017653,0.017583,1.033,585,-7,-18,55.43,1
0.017616,0.017595,372,584,-12,-17,44.76,1
0.017605,0.017684,253,586,-15,-17,42.16,1
0.017604,0.017682,434,594,-2,-15,41.93,1
0.017627,0.017680,351,582,7,-12,49.05,1
0.017600,0.017678,759,609,-8,-11,42.46,1
0.017604,0.017676,262,574,-11,-11,43.67,1
0.017619,0.017675,222,451,-4,-10,48.07,1
0.017597,0.017673,332,406,-9,-10,42.79,1
0.017585,0.017668,196,351,-11,-10,40.34,1
0.017582,0.017662,247,344,-14,-11,39.67,1
0.017578,0.017656,179,335,-7,-10,38.75,1
0.017583,0.017651,247,335,1,-8,40.60,1
0.017574,0.017645,127,333,0,-7,38.36,1
0.017575,0.017637,250,331,-3,-7,38.76,1
0.017562,0.017617,616,384,9,-1,36.07,1
0.017546,0.017604,424,395,1,-1,32.43,1
0.017517,0.017587,695,413,-13,-2,27.10,1
0.017509,0.017570,374,380,-18,-5,25.84,1
0.017517,0.017546,329,393,-7,-5,32.16,1
0.017528,0.017537,1.19,431,21,-1,36.29,1
0.017529,0.017533,610,443,34,4,36.67,1
0.017521,0.017531,1.395,475,3,4,34.89,1
0.017510,0.017525,319,478,-2,3,32.54,1
0.017504,0.017520,634,499,-14,1,31.31,1
0.017470,0.017508,1.396,552,-41,-5,25.42,1
0.017471,0.017498,555,570,-47,-11,25.86,1
0.017474,0.017483,346,584,-20,-15,27.29,1
0.017469,0.017478,397,595,-25,-17,26.33,1
0.017473,0.017458,217,593,-16,-17,28.49,1
0.017481,0.017459,184,596,-8,-15,32.73,1
0.017479,0.017461,242,596,-0,-13,32.22,1
0.017477,0.017463,314,558,9,-10,31.68,1
0.017460,0.017487,715,563,-5,-9,27.49,1
0.017542,0.017455,819,582,15,-6,57.01,2
0.017533,0.017459,776,586,33,-0,54.39,1
0.017510,0.017463,413,588,23,3,48.29,1
0.017519,0.017470,281,567,26,8,50.83,1
0.017529,0.017473,443,530,35,12,53.45,1
0.017519,0.017480,481,466,17,15,50.58,1
0.017538,0.017483,425,471,27,16,55.75,1
0.017543,0.017486,224,451,31,18,57.02,1
0.017527,0.017491,123,365,24,20,51.81,1
0.017573,0.017496,194,357,27,21,62.95,1
0.017541,0.017503,559,367,14,20,53.66,1
0.017543,0.017515,115,350,14,18,53.77,1
0.017532,0.017520,131,347,12,17,50.77,1
0.017536,0.017581,429,356,3,15,51.82,1
0.017547,0.017512,603,371,17,16,54.69,1
0.017523,0.017636,220,346,12,15,47.97,1
0.017524,0.017634,93,310,10,14,48.26,1
0.017530,0.017631,216,282,15,15,50.03,1
0.017497,0.017626,279,275,9,14,41.60,1
0.017498,0.017617,643,299,-4,11,41.92,1
0.017508,0.017609,195,294,2,10,45.15,1
0.017501,0.017602,129,279,0,9,43.33,1
0.017518,0.017595,154,274,5,8,48.73,1
0.017534,0.017588,256,263,11,9,53.24,1
0.017575,0.017582,501,267,22,10,62.38,1
0.017582,0.017484,288,270,28,13,63.68,1
0.017580,0.017488,154,281,34,18,62.80,1
0.017592,0.017491,322,288,39,21,65.32,1
0.017595,0.017495,152,267,40,24,65.94,1
0.017545,0.017507,588,289,24,26,48.99,0
0.017552,0.017518,264,287,22,25,51.03,1
0.017542,0.017523,220,268,16,23,48.07,1
0.017554,0.017528,325,273,23,23,51.69,1
0.017534,0.017601,405,284,9,21,45.86,1
0.017543,0.017599,131,276,11,19,48.83,1
0.017551,0.017598,266,257,16,19,51.38,1
0.017535,0.017596,454,270,6,17,46.40,1
0.017527,0.017595,299,279,-1,14,44.09,1
0.017516,0.017591,409,292,-9,11,41.08,1
0.017502,0.017586,406,299,-16,7,37.55,1
0.017508,0.017572,196,283,-11,3,40.97,1
0.017540,0.017561,235,282,1,1,51.50,1
0.017527,0.017555,331,282,-6,0,47.70,1
0.017516,0.017551,349,292,-12,-2,44.70,1
0.017517,0.017546,782,325,-27,-5,45.04,1
0.017538,0.017543,176,304,-20,-7,51.73,2
0.017563,0.017497,198,302,-14,-8,58.24,2
0.017577,0.017500,444,311,-2,-7,61.39,1
0.017595,0.017512,436,325,1,-6,63.74,1
0.017599,0.017522,219,330,7,-5,64.50,1
0.017582,0.017530,260,323,1,-4,58.86,1
0.017575,0.017538,369,335,-6,-4,56.66,1
0.017556,0.017545,197,331,-9,-5,51.09,1
0.017564,0.017550,201,319,-3,-4,53.18,1
0.017570,0.017556,186,313,2,-4,54.74,1
0.017571,0.017561,157,300,6,-2,55.01,1
0.017581,0.017565,197,290,10,-0,57.72,1
0.017579,0.017570,171,285,14,2,56.98,1
0.017566,0.017607,237,287,8,3,52.29,1
0.017564,0.017605,340,294,1,2,51.59,1
0.017576,0.017602,584,311,14,4,55.46,1
0.017579,0.017598,140,289,18,7,56.44,1
0.017592,0.017547,313,266,23,10,60.61,1
0.017596,0.017551,169,281,34,16,61.91,1
0.017592,0.017553,327,275,24,17,59.78,1
0.017595,0.017555,227,267,27,19,60.87,1
0.017596,0.017557,279,260,31,20,61.24,1
0.017602,0.017559,205,259,33,22,63.50,1
0.017592,0.017562,484,270,20,22,57.49,1
0.017594,0.017568,151,259,16,20,58.37,1
0.017592,0.017570,355,267,7,18,57.05,1
0.017594,0.017573,165,266,3,16,58.07,1
0.017616,0.017578,287,273,12,14,67.74,1
0.017612,0.017583,338,281,18,15,64.78,1
0.017574,0.017623,327,285,10,14,44.74,1
0.017594,0.017622,205,279,13,14,52.98,1
0.017605,0.017621,234,261,17,14,56.80,1
0.017599,0.017619,256,269,10,14,54.22,1
0.017618,0.017563,164,270,12,14,60.37,1
0.017623,0.017566,188,264,15,14,61.82,1
0.017626,0.017568,302,253,20,15,62.71,1
0.017634,0.017572,174,253,22,16,65.03,1
0.017627,0.017584,279,258,18,17,61.35,1
0.017629,0.017589,174,252,13,17,62.04,1
0.017633,0.017593,158,250,15,16,63.46,1
0.017642,0.017597,283,240,19,17,66.50,1
0.017640,0.017603,394,250,25,18,65.20,1
0.017632,0.017613,358,251,9,17,59.80,1
0.017637,0.017617,278,257,13,16,61.92,1
0.017639,0.017620,159,255,15,16,62.77,1
0.017637,0.017623,280,255,7,15,61.30,1
0.017634,0.017626,162,246,2,13,59.06,1
0.017632,0.017652,160,238,-0,9,56.78,1
0.017640,0.017652,346,244,7,9,60.78,1
0.017631,0.017651,298,246,12,9,54.65,1
0.017613,0.017649,150,252,-1,7,44.59,1
0.017615,0.017647,233,248,-7,5,45.82,1
0.017614,0.017646,363,258,1,4,45.28,1
0.017610,0.017643,336,257,-7,3,43.07,1
0.017602,0.017639,466,266,-17,-0,38.98,1
0.017599,0.017635,249,270,-21,-3,37.54,1
0.017607,0.017630,476,286,-10,-4,43.53,1
0.017580,0.017618,366,288,-10,-5,31.84,1
0.017577,0.017611,256,292,-15,-6,30.83,1
0.017579,0.017605,311,289,-8,-6,32.37,1
0.017584,0.017596,860,343,-2,-8,36.48,1
0.017588,0.017592,234,341,3,-6,39.64,1
0.017597,0.017568,371,351,10,-4,46.13,1
0.017606,0.017570,263,354,15,-1,51.73,1
0.017602,0.017571,320,362,6,-0,49.28,1
0.017600,0.017573,147,352,2,0,48.05,1
0.017599,0.017574,242,349,-4,-0,47.42,1
0.017600,0.017576,261,346,-10,-2,48.16,1
0.017599,0.017577,203,348,-5,-2,47.44,1
0.017592,0.017578,108,342,-7,-3,42.65,1
0.017591,0.017610,233,344,-22,-7,35.08,1
0.017589,0.017609,320,336,-13,-8,43.45,1
0.017587,0.017608,125,330,-15,-9,42.27,1
0.017562,0.017605,343,324,-27,-13,30.67,1
0.017569,0.017603,486,330,-15,-13,36.14,1
0.017572,0.017598,155,321,-11,-13,31.94,1
0.017554,0.017596,147,295,-14,-13,31.23,1
0.017566,0.017593,189,262,-8,-12,39.83,1
0.017561,0.017591,141,257,-5,-11,37.71,1
0.017527,0.017587,281,252,-10,-11,27.15,1
0.017539,0.017583,206,250,-14,-11,34.16,1
0.017533,0.017576,222,245,-13,-11,32.46,1
0.017528,0.017571,454,255,-22,-13,30.98,1
0.017538,0.017565,325,259,-13,-13,37.13,1
0.017549,0.017561,393,268,-3,-12,43.13,1
0.017546,0.017557,784,302,14,-8,41.96,1
0.017545,0.017553,642,309,-1,-7,41.55,1
0.017525,0.017543,273,522,-27,-7,34.26,1
0.017533,0.017540,230,515,-20,-9,39.33,1
0.017553,0.017506,559,526,-6,-8,49.76,1
0.017565,0.017508,246,514,0,-7,54.78,1
0.017574,0.017512,255,516,6,-5,58.16,1
0.017564,0.017516,219,519,1,-4,53.39,1
0.017569,0.017520,203,522,-4,-4,55.36,1
0.017548,0.017523,307,528,-10,-5,46.47,1
0.017550,0.017526,211,531,-13,-6,47.33,1
0.017537,0.017529,320,533,-19,-8,42.51,1
0.017538,0.017576,684,557,-31,-11,42.99,1
0.017550,0.017575,192,559,-24,-13,48.56,1
0.017559,0.017574,183,557,-18,-14,52.32,1
0.017562,0.017523,1.104,586,14,-9,53.54,1
0.017574,0.017527,148,543,12,-4,58.56,1
0.017577,0.017528,163,519,15,-1,59.73,1
0.017584,0.017530,311,440,21,2,62.40,1
0.017594,0.017532,319,317,26,5,65.88,1
0.017588,0.017533,179,313,28,8,62.16,1
0.017566,0.017535,291,316,19,10,50.83,1
0.017545,0.017612,5.242,549,-101,-6,42.45,1
0.017532,0.017609,389,556,-100,-19,38.16,1
0.017521,0.017603,920,591,-110,-32,34.95,1
0.017531,0.017597,427,602,-90,-40,39.90,1
0.017535,0.017592,593,616,-68,-44,41.81,1
0.017522,0.017587,393,625,-70,-48,37.63,1
0.017471,0.017569,853,640,-82,-56,26.04,1
0.017495,0.017550,1.216,691,-99,-62,36.22,1
0.017480,0.017534,360,700,-81,-65,33.15,1
0.017489,0.017519,903,733,-52,-63,36.62,1
0.017494,0.017506,272,691,-40,-60,38.53,1
0.017489,0.017496,333,699,-41,-57,37.32,1
0.017479,0.017413,269,705,-41,-55,34.95,1
0.017482,0.017415,208,708,-40,-53,36.26,1
0.017490,0.017416,187,701,-30,-49,39.74,1
0.017474,0.017418,333,702,-32,-47,35.56,1
0.017472,0.017420,272,707,-32,-45,35.06,1
0.017486,0.017421,291,707,-21,-41,41.24,1
0.017505,0.017426,944,743,4,-35,48.42,1
0.017503,0.017430,231,492,1,-30,47.76,1
0.017487,0.017434,241,485,-2,-26,42.73,1
0.017475,0.017438,233,451,-4,-23,39.38,1
0.017476,0.017442,248,442,-6,-20,39.81,1
0.017473,0.017446,223,423,-8,-19,38.93,1
0.017478,0.017449,156,411,-1,-16,41.25,1
0.017446,0.017534,466,412,-9,-15,32.68,1
0.017421,0.017523,529,361,-24,-17,27.50,1
0.017425,0.017501,965,374,-46,-23,29.57,1
0.017431,0.017489,414,381,-30,-24,32.68,1
0.017410,0.017478,295,379,-31,-25,28.02,1
0.017444,0.017469,352,384,-18,-24,42.35,1
0.017443,0.017460,215,384,-9,-22,42.08,1
0.017451,0.017453,263,388,1,-18,45.05,1
0.017428,0.017383,264,384,-2,-16,38.88,1
0.017415,0.017384,307,386,-5,-14,35.89,1
0.017454,0.017476,172,303,-11,2,56.12,1
